market,month,year,quantity,priceMin,priceMax,priceMod
BIJAPUR(KNT),April,2015,6284,675,1563,1094
BIJAPUR(KNT),April,2016,4510,364,1057,679
BIJAPUR(KNT),May,2008,12000,50,290,165
BIJAPUR(KNT),May,2009,3700,100,500,300
BIJAPUR(KNT),May,2010,13900,86,493,271
BIJAPUR(KNT),May,2011,16400,100,531,300
BIJAPUR(KNT),May,2012,5650,100,514,257
BIJAPUR(KNT),May,2013,6282,250,1000,633
BIJAPUR(KNT),May,2014,13250,207,1043,586
BIJAPUR(KNT),May,2015,4832,817,1633,1183
BIJAPUR(KNT),May,2016,6290,329,1043,657
BIJAPUR(KNT),June,2008,13300,88,444,219
BIJAPUR(KNT),June,2009,3620,125,813,400
BIJAPUR(KNT),June,2010,19300,113,594,381
BIJAPUR(KNT),June,2011,18400,100,783,406
BIJAPUR(KNT),June,2012,5950,87,743,407
BIJAPUR(KNT),June,2013,3387,400,1688,981
BIJAPUR(KNT),June,2014,9900,486,1886,1150
BIJAPUR(KNT),June,2015,4035,638,1575,1050
BIJAPUR(KNT),June,2016,4910,633,1433,975
BIJAPUR(KNT),July,2008,9600,113,714,366
BIJAPUR(KNT),July,2009,181,200,763,450
BIJAPUR(KNT),July,2010,13500,100,738,413
BIJAPUR(KNT),July,2011,8982,117,908,475
BIJAPUR(KNT),July,2012,7100,200,789,478
BIJAPUR(KNT),July,2013,1404,822,2400,1522
BIJAPUR(KNT),July,2014,7550,429,2271,1471
BIJAPUR(KNT),July,2015,1311,867,2050,1433
BIJAPUR(KNT),July,2016,7100,471,1557,993
BIJAPUR(KNT),August,2008,600,800,1000,900
BIJAPUR(KNT),August,2010,11000,119,925,489
BIJAPUR(KNT),August,2011,9700,111,1111,594
BIJAPUR(KNT),August,2012,6800,206,806,519
BIJAPUR(KNT),August,2013,725,1514,3814,2743
BIJAPUR(KNT),August,2014,5770,475,2075,1381
BIJAPUR(KNT),August,2015,2151,1075,3883,2683
BIJAPUR(KNT),August,2016,6819,386,1114,714
BIJAPUR(KNT),September,2008,6250,100,692,367
BIJAPUR(KNT),September,2010,6190,157,1257,600
BIJAPUR(KNT),September,2011,6250,100,1267,642
BIJAPUR(KNT),September,2012,8150,194,744,475
BIJAPUR(KNT),September,2013,2036,1044,3800,2422
BIJAPUR(KNT),September,2014,6475,489,1833,1256
BIJAPUR(KNT),September,2015,610,2575,4200,3550
BIJAPUR(KNT),September,2016,9340,267,744,500
BIJAPUR(KNT),October,2008,2450,100,705,350
BIJAPUR(KNT),October,2009,5600,125,1063,525
BIJAPUR(KNT),October,2010,6870,100,1543,729
BIJAPUR(KNT),October,2011,11600,100,925,500
BIJAPUR(KNT),October,2012,6430,228,856,561
BIJAPUR(KNT),October,2013,3328,671,3643,2257
BIJAPUR(KNT),October,2014,8500,243,1589,1009
BIJAPUR(KNT),October,2015,3143,1650,2750,2163
BIJAPUR(KNT),October,2016,6300,186,614,393
BIJAPUR(KNT),November,2008,3170,100,1167,567
BIJAPUR(KNT),November,2009,10900,186,1714,843
BIJAPUR(KNT),November,2010,12500,157,1800,900
BIJAPUR(KNT),November,2011,10400,108,900,492
BIJAPUR(KNT),November,2012,3111,400,1444,875
BIJAPUR(KNT),November,2013,4145,388,3350,1875
BIJAPUR(KNT),November,2014,10600,550,1425,1088
BIJAPUR(KNT),November,2015,2413,1075,2713,1869
BIJAPUR(KNT),November,2016,4880,438,1000,706
BIJAPUR(KNT),December,2008,2240,133,1233,633
BIJAPUR(KNT),December,2009,16300,229,2457,1114
BIJAPUR(KNT),December,2010,11000,783,4200,2250
BIJAPUR(KNT),December,2011,15000,100,844,438
BIJAPUR(KNT),December,2012,7247,400,1556,978
BIJAPUR(KNT),December,2013,8596,222,1678,983
BIJAPUR(KNT),December,2014,9991,700,1333,1017
BIJAPUR(KNT),December,2015,2754,650,2067,1317
BIJAPUR(KNT),December,2016,6360,400,1063,725
BIKANER(RAJ),March,2015,1918,1300,1700,1500
BIKANER(RAJ),May,2015,1457,600,1000,800
BIKANER(RAJ),May,2016,6740,300,500,400
BIKANER(RAJ),June,2015,6713,1086,1343,1214
BIKANER(RAJ),June,2016,2509,300,500,400
BIKANER(RAJ),July,2015,1004,1900,2400,2150
BIKANER(RAJ),August,2015,2695,2843,3300,3071
BIKANER(RAJ),September,2015,1737,3650,4083,3833
BIKANER(RAJ),October,2015,2625,2300,2757,2486
BIKANER(RAJ),November,2015,3459,1413,2125,1850
BIKANER(RAJ),December,2015,750,1000,1200,1100
BOMBORI(MS),February,2015,1320,300,1700,1000
BOMBORI(MS),April,2016,2559,200,900,550
BOMBORI(MS),May,2016,17137,140,1020,590
BOMBORI(MS),June,2016,35976,188,1113,688
BOMBORI(MS),July,2016,58399,188,969,606
BOMBORI(MS),August,2015,478,2000,6000,4300
BOMBORI(MS),August,2016,63910,150,938,588
BOMBORI(MS),September,2015,1690,1750,5250,4250
BOMBORI(MS),September,2016,55211,100,806,444
BOMBORI(MS),October,2016,49226,100,990,575
BOMBORI(MS),November,2016,43109,157,1329,721
BOMBORI(MS),December,2016,67437,110,1100,560
BOWENPALLY(Telangana),May,2016,1939,338,800,625
BOWENPALLY(Telangana),June,2016,6533,414,927,718
BOWENPALLY(Telangana),July,2016,5882,500,1011,813
BOWENPALLY(Telangana),August,2016,4030,410,895,705
BOWENPALLY(Telangana),September,2016,3728,339,689,553
BOWENPALLY(Telangana),October,2016,5183,345,834,636
BOWENPALLY(Telangana),November,2016,6663,391,781,633
BOWENPALLY(Telangana),December,2016,9207,395,943,743
BULANDSHAHR,May,2016,240,744,947,826
BULANDSHAHR,June,2016,450,708,815,767
BULANDSHAHR,July,2016,645,883,923,896
BULANDSHAHR,August,2016,313,908,925,917
BULANDSHAHR,September,2016,115,787,833,817
BULANDSHAHR,October,2016,110,790,845,820
BULANDSHAHR,November,2016,435,905,938,922
BULANDSHAHR,December,2016,185,885,913,899
BURDWAN(WB),January,2015,3780,2030,2180,2130
BURDWAN(WB),January,2016,3880,1689,1789,1739
BURDWAN(WB),February,2015,3870,2091,2241,2191
BURDWAN(WB),February,2016,5465,1325,1427,1376
BURDWAN(WB),March,2015,6960,1285,1431,1376
BURDWAN(WB),March,2016,4050,850,956,900
BURDWAN(WB),April,2015,6640,1277,1427,1377
BURDWAN(WB),April,2016,6320,811,911,861
BURDWAN(WB),May,2015,4740,1504,1652,1604
BURDWAN(WB),May,2016,9870,814,929,879
BURDWAN(WB),June,2015,6020,1922,2068,2018
BURDWAN(WB),June,2016,10630,864,962,914
BURDWAN(WB),July,2015,5080,2160,2300,2253
BURDWAN(WB),July,2016,12520,976,1105,1029
BURDWAN(WB),August,2015,4730,3688,3849,3799
BURDWAN(WB),August,2016,6790,1156,1322,1222
BURDWAN(WB),September,2015,5330,4567,4951,4778
BURDWAN(WB),September,2016,6310,1041,1209,1118
BURDWAN(WB),October,2015,4270,3785,4183,3981
BURDWAN(WB),October,2016,6110,1040,1180,1092
BURDWAN(WB),November,2014,1070,2133,2283,2233
BURDWAN(WB),November,2015,5490,2791,3125,2958
BURDWAN(WB),November,2016,5900,1325,1438,1378
BURDWAN(WB),December,2014,4550,2108,2258,2208
BURDWAN(WB),December,2015,4740,1838,2065,1965
BURDWAN(WB),December,2016,5850,1409,1509,1459
CHAKAN(MS),January,2008,60642,245,504,354
CHAKAN(MS),January,2010,52140,531,1756,1319
CHAKAN(MS),January,2011,7437,1000,4175,2925
CHAKAN(MS),January,2012,22290,275,530,370
CHAKAN(MS),January,2016,41125,940,1680,1350
CHAKAN(MS),February,2008,55000,200,363,275
CHAKAN(MS),February,2010,92500,558,1275,983
CHAKAN(MS),February,2013,2500,1550,1750,1600
CHAKAN(MS),February,2016,39166,533,1300,917
CHAKAN(MS),March,2010,90100,500,786,646
CHAKAN(MS),March,2011,37392,394,588,538
CHAKAN(MS),March,2012,44800,300,511,420
CHAKAN(MS),March,2016,42220,488,896,700
CHAKAN(MS),April,2010,20221,313,588,463
CHAKAN(MS),April,2011,45813,354,623,522
CHAKAN(MS),April,2012,13800,326,551,451
CHAKAN(MS),April,2016,7171,400,800,633
CHAKAN(MS),May,2010,3115,340,660,533
CHAKAN(MS),May,2011,2649,301,651,451
CHAKAN(MS),May,2012,700,250,550,425
CHAKAN(MS),May,2016,12793,442,717,575
CHAKAN(MS),June,2010,3940,317,735,617
CHAKAN(MS),June,2011,3167,350,893,725
CHAKAN(MS),June,2016,8280,556,928,733
CHAKAN(MS),July,2008,1100,300,700,500
CHAKAN(MS),July,2012,1685,333,708,610
CHAKAN(MS),July,2016,9441,579,942,758
CHAKAN(MS),August,2008,300,702,801,750
CHAKAN(MS),August,2011,1228,600,1250,925
CHAKAN(MS),August,2012,1845,375,790,650
CHAKAN(MS),August,2013,374,2000,4000,3000
CHAKAN(MS),August,2016,4398,497,756,625
CHAKAN(MS),September,2009,210,300,700,600
CHAKAN(MS),September,2011,776,675,1075,875
CHAKAN(MS),September,2012,185,351,625,525
CHAKAN(MS),September,2016,4215,300,630,470
CHAKAN(MS),October,2009,4165,675,1525,1258
CHAKAN(MS),October,2012,2700,367,826,671
CHAKAN(MS),October,2016,4310,314,714,507
CHAKAN(MS),November,2008,500,450,1200,950
CHAKAN(MS),November,2009,2680,693,2036,1543
CHAKAN(MS),November,2012,1360,650,1450,1117
CHAKAN(MS),November,2016,4412,400,967,683
CHAKAN(MS),December,2009,13645,464,2046,1386
CHAKAN(MS),December,2010,679,625,4250,3000
CHAKAN(MS),December,2011,2450,450,700,588
CHAKAN(MS),December,2015,16790,890,1730,1390
CHAKAN(MS),December,2016,9573,394,906,663
CHALA (KER),August,2016,130,1800,1856,1830
CHALLAKERE(KNT),February,2015,350,2100,2250,2200
CHANDIGARH,January,2016,4310,800,1200,1000
CHANDIGARH,February,2016,12315,643,1029,836
CHANDIGARH,March,2016,7187,700,1100,900
CHANDIGARH,May,2016,12694,500,1050,725
CHANDIGARH,June,2016,27284,420,980,700
CHANDIGARH,July,2016,67777,457,979,721
CHANDIGARH,August,2016,10320,508,1200,854
CHANDIGARH,September,2016,11238,483,825,650
CHANDIGARH,October,2016,16445,511,933,719
CHANDRAPUR-GANJWAD (MS),August,2016,6412,586,843,707
CHANDRAPUR-GANJWAD (MS),September,2016,9117,595,842,708
CHANDRAPUR-GANJWAD (MS),October,2016,8442,658,979,824
CHANDRAPUR-GANJWAD (MS),December,2016,420,700,1000,800
CHANDVAD(MS),January,2015,93673,250,1428,1206
CHANDVAD(MS),January,2016,108619,461,1361,1094
CHANDVAD(MS),February,2015,52803,280,1546,1365
CHANDVAD(MS),February,2016,84709,439,941,742
CHANDVAD(MS),March,2015,47236,233,1317,1022
CHANDVAD(MS),March,2016,18003,300,819,675
CHANDVAD(MS),April,2015,45548,357,1283,1003
CHANDVAD(MS),April,2016,36503,210,797,686
CHANDVAD(MS),May,2015,59152,250,1560,1089
CHANDVAD(MS),May,2016,41834,201,875,688
CHANDVAD(MS),June,2015,68512,455,1848,1414
CHANDVAD(MS),June,2016,48061,215,945,731
CHANDVAD(MS),July,2015,37348,782,2532,2272
CHANDVAD(MS),July,2016,8645,360,883,757
CHANDVAD(MS),August,2015,12354,1612,4530,4200
CHANDVAD(MS),August,2016,35756,246,785,654
CHANDVAD(MS),September,2015,7863,1966,4407,4156
CHANDVAD(MS),September,2016,34924,200,527,381
CHANDVAD(MS),October,2015,22347,924,3053,2627
CHANDVAD(MS),October,2016,41600,185,757,577
CHANDVAD(MS),November,2014,15556,441,1639,1396
CHANDVAD(MS),November,2015,78876,873,2316,1767
CHANDVAD(MS),November,2016,57112,327,1341,846
CHANDVAD(MS),December,2014,9510,223,1616,1333
CHANDVAD(MS),December,2015,130037,571,1482,1111
CHANDVAD(MS),December,2016,176988,295,916,719
CHENNAI,January,2008,127400,588,1000,797
CHENNAI,January,2009,111320,1428,2028,1762
CHENNAI,January,2010,110000,1639,2259,1980
CHENNAI,January,2011,102000,3583,4583,4083
CHENNAI,January,2012,126000,771,1013,892
CHENNAI,January,2013,116700,1786,2132,1964
CHENNAI,January,2014,120200,1371,1583,1477
CHENNAI,January,2015,112500,1983,2300,2142
CHENNAI,January,2016,116700,1927,2245,2086
CHENNAI,February,2008,136500,404,722,581
CHENNAI,February,2009,111200,1122,1578,1352
CHENNAI,February,2010,112700,1368,1864,1619
CHENNAI,February,2011,128500,1396,1778,1589
CHENNAI,February,2012,125700,767,1000,883
CHENNAI,February,2013,130400,1846,2213,2033
CHENNAI,February,2014,125200,1188,1413,1300
CHENNAI,February,2015,128500,2000,2475,2242
CHENNAI,February,2016,131400,1529,1963,1763
CHENNAI,March,2008,127400,447,688,585
CHENNAI,March,2009,113400,961,1270,1115
CHENNAI,March,2010,122300,958,1300,1133
CHENNAI,March,2011,146300,764,996,880
CHENNAI,March,2012,127200,708,908,808
CHENNAI,March,2013,121900,1355,1682,1518
CHENNAI,March,2014,129600,1180,1396,1288
CHENNAI,March,2015,126500,1933,2271,2113
CHENNAI,March,2016,119700,1167,1492,1333
CHENNAI,April,2008,111200,443,738,598
CHENNAI,April,2009,88100,750,1045,903
CHENNAI,April,2010,114300,704,974,841
CHENNAI,April,2011,100800,837,1163,1003
CHENNAI,April,2012,111600,755,914,834
CHENNAI,April,2013,118900,1275,1550,1410
CHENNAI,April,2014,105900,1164,1468,1320
CHENNAI,April,2015,116400,1695,2068,1882
CHENNAI,April,2016,109300,1195,1471,1343
CHENNAI,May,2008,118600,386,632,530
CHENNAI,May,2009,103200,641,850,745
CHENNAI,May,2010,118700,721,979,854
CHENNAI,May,2011,125500,791,1087,939
CHENNAI,May,2012,140800,685,865,775
CHENNAI,May,2013,143600,1327,1535,1431
CHENNAI,May,2014,117200,1524,1748,1640
CHENNAI,May,2015,124850,1875,2158,2017
CHENNAI,May,2016,114850,1274,1504,1387
CHENNAI,June,2008,114000,444,710,586
CHENNAI,June,2009,111100,846,1208,1038
CHENNAI,June,2010,136000,804,1158,992
CHENNAI,June,2011,114800,942,1192,1067
CHENNAI,June,2012,122000,785,985,887
CHENNAI,June,2013,117600,1742,1967,1850
CHENNAI,June,2014,125400,2172,2400,2288
CHENNAI,June,2015,133500,2377,2662,2519
CHENNAI,June,2016,122100,1452,1704,1578
CHENNAI,July,2008,125700,685,984,840
CHENNAI,July,2009,119000,859,1096,978
CHENNAI,July,2010,129700,822,1196,1007
CHENNAI,July,2011,127100,1046,1308,1179
CHENNAI,July,2012,124900,935,1142,1038
CHENNAI,July,2013,119600,2611,2907,2756
CHENNAI,July,2014,132800,2770,3163,2981
CHENNAI,July,2015,126000,2542,2800,2671
CHENNAI,July,2016,117000,1474,1691,1583
CHENNAI,August,2008,115100,754,1206,985
CHENNAI,August,2009,105900,825,1092,967
CHENNAI,August,2010,128200,973,1273,1146
CHENNAI,August,2011,95150,1283,1483,1383
CHENNAI,August,2012,105000,1017,1270,1143
CHENNAI,August,2013,105400,4270,4791,4530
CHENNAI,August,2014,104600,2452,2904,2691
CHENNAI,August,2015,132600,4584,5244,4920
CHENNAI,August,2016,127200,1417,1625,1525
CHENNAI,September,2008,126500,658,1092,875
CHENNAI,September,2009,110200,825,1071,950
CHENNAI,September,2010,109900,1296,1646,1479
CHENNAI,September,2011,117800,1208,1579,1394
CHENNAI,September,2012,110200,1013,1229,1123
CHENNAI,September,2013,109200,4939,5483,5217
CHENNAI,September,2014,117400,2176,2624,2404
CHENNAI,September,2015,115600,4968,5641,5318
CHENNAI,September,2016,115000,1100,1494,1328
CHENNAI,October,2008,108000,668,1045,868
CHENNAI,October,2009,108500,1420,1880,1652
CHENNAI,October,2010,109000,1783,2204,2006
CHENNAI,October,2011,117650,1297,1596,1470
CHENNAI,October,2012,108400,1171,1367,1269
CHENNAI,October,2013,111800,4304,5016,4676
CHENNAI,October,2014,96400,2124,2524,2338
CHENNAI,October,2015,116200,3613,3957,3800
CHENNAI,October,2016,119800,1086,1395,1245
CHENNAI,November,2008,105300,988,1642,1319
CHENNAI,November,2009,87900,1695,2332,2045
CHENNAI,November,2010,104900,2396,2971,2688
CHENNAI,November,2011,108710,1189,1633,1425
CHENNAI,November,2012,106500,1800,2050,1921
CHENNAI,November,2013,101700,4364,4950,4705
CHENNAI,November,2014,98800,2280,2560,2420
CHENNAI,November,2015,104300,3236,3623,3432
CHENNAI,November,2016,126000,1221,1521,1371
CHENNAI,December,2008,116000,963,1646,1317
CHENNAI,December,2009,112400,2017,2904,2506
CHENNAI,December,2010,109000,3164,4124,3646
CHENNAI,December,2011,130200,1254,1496,1367
CHENNAI,December,2012,63900,1746,2073,1910
CHENNAI,December,2013,105750,2439,2770,2609
CHENNAI,December,2014,117200,2221,2583,2404
CHENNAI,December,2015,91600,2106,2583,2367
CHENNAI,December,2016,110000,1286,1614,1468
CHICKBALLAPUR(KNT),June,2016,780,1200,1500,1350
CHICKBALLAPUR(KNT),July,2016,500,1250,1500,1375
CHICKBALLAPUR(KNT),August,2016,885,1200,1433,1333
CHICKBALLAPUR(KNT),October,2016,340,800,1200,1000
CHICKBALLAPUR(KNT),December,2016,220,1200,1500,1300
CHOMU(RAJ),May,2016,6550,560,740,640
CHOMU(RAJ),June,2016,3650,513,688,600
CHOMU(RAJ),July,2016,1400,457,600,529
CHOMU(RAJ),August,2016,85,500,683,592
CHOMU(RAJ),November,2016,30,400,600,500
COIMBATORE(TN) (bellary),January,2013,54000,1876,2062,1967
COIMBATORE(TN) (bellary),January,2014,64100,1221,1442,1331
COIMBATORE(TN) (bellary),February,2013,49300,1822,1991,1907
COIMBATORE(TN) (bellary),February,2014,78000,822,1020,1007
COIMBATORE(TN) (bellary),February,2015,75300,1730,2043,1887
COIMBATORE(TN) (bellary),February,2016,106000,546,1433,990
COIMBATORE(TN) (bellary),March,2013,56500,1330,1457,1393
COIMBATORE(TN) (bellary),March,2014,70800,821,1079,950
COIMBATORE(TN) (bellary),March,2015,85200,1408,1883,1646
COIMBATORE(TN) (bellary),March,2016,81000,620,1208,914
COIMBATORE(TN) (bellary),April,2013,47300,1220,1312,1266
COIMBATORE(TN) (bellary),April,2014,72200,864,1386,1120
COIMBATORE(TN) (bellary),April,2015,74000,1354,1750,1552
COIMBATORE(TN) (bellary),April,2016,64800,858,1142,1002
COIMBATORE(TN) (bellary),May,2014,76100,1258,1619,1438
COIMBATORE(TN) (bellary),May,2015,65400,1764,2140,1952
COIMBATORE(TN) (bellary),May,2016,89000,764,1208,982
COIMBATORE(TN) (bellary),June,2013,44000,1700,1875,1788
COIMBATORE(TN) (bellary),June,2014,47000,1779,2229,2004
COIMBATORE(TN) (bellary),June,2015,55100,1880,2524,2202
COIMBATORE(TN) (bellary),June,2016,80800,964,1224,1094
COIMBATORE(TN) (bellary),July,2013,43700,2327,2688,2508
COIMBATORE(TN) (bellary),July,2014,49600,2088,2538,2300
COIMBATORE(TN) (bellary),July,2015,133600,2342,2942,2642
COIMBATORE(TN) (bellary),July,2016,87200,716,1224,970
COIMBATORE(TN) (bellary),August,2012,11200,2036,2705,2370
COIMBATORE(TN) (bellary),August,2013,42200,3736,4472,4116
COIMBATORE(TN) (bellary),August,2015,68900,3580,5080,4330
COIMBATORE(TN) (bellary),August,2016,103500,612,1296,954
COIMBATORE(TN) (bellary),September,2013,78200,2636,3884,3266
COIMBATORE(TN) (bellary),September,2014,68100,1496,2128,1812
COIMBATORE(TN) (bellary),September,2015,81000,3250,5079,4165
COIMBATORE(TN) (bellary),September,2016,101000,571,1192,881
COIMBATORE(TN) (bellary),October,2012,62000,1087,1239,1161
COIMBATORE(TN) (bellary),October,2013,79200,3177,4981,4165
COIMBATORE(TN) (bellary),October,2014,69200,1630,2070,1850
COIMBATORE(TN) (bellary),October,2015,76900,2535,3726,3130
COIMBATORE(TN) (bellary),October,2016,89250,546,967,752
COIMBATORE(TN) (bellary),November,2010,12250,1756,3533,2644
COIMBATORE(TN) (bellary),November,2012,34100,1613,2971,1788
COIMBATORE(TN) (bellary),November,2013,54000,3646,4571,4108
COIMBATORE(TN) (bellary),November,2014,73500,1473,2177,1825
COIMBATORE(TN) (bellary),November,2015,40600,2805,3564,3184
COIMBATORE(TN) (bellary),December,2012,51900,1700,1904,1802
COIMBATORE(TN) (bellary),December,2013,81900,1917,2346,2131
COIMBATORE(TN) (bellary),December,2014,94000,1844,2468,2156
COIMBATORE(TN) (bellary),December,2015,53800,2092,2883,2488
COIMBATORE(TN) (bellary),December,2016,109000,1096,1476,1286
COIMBATORE(TN) (podisu),January,2013,7850,2790,3155,2973
COIMBATORE(TN) (podisu),January,2014,38425,1731,2090,1921
COIMBATORE(TN) (podisu),February,2013,10350,2205,2432,2325
COIMBATORE(TN) (podisu),February,2014,34750,1339,1739,1539
COIMBATORE(TN) (podisu),February,2015,32300,1730,2422,2076
COIMBATORE(TN) (podisu),February,2016,53300,1113,1796,1454
COIMBATORE(TN) (podisu),March,2013,18900,2018,2377,2198
COIMBATORE(TN) (podisu),March,2014,41900,1063,1492,1277
COIMBATORE(TN) (podisu),March,2015,42100,1142,1921,1531
COIMBATORE(TN) (podisu),March,2016,51000,728,1400,1064
COIMBATORE(TN) (podisu),April,2013,17950,3356,3848,3602
COIMBATORE(TN) (podisu),April,2014,33300,1055,1773,1414
COIMBATORE(TN) (podisu),April,2015,38800,1096,1646,1371
COIMBATORE(TN) (podisu),April,2016,31600,1138,1692,1415
COIMBATORE(TN) (podisu),May,2014,30700,1469,2000,1735
COIMBATORE(TN) (podisu),May,2015,32600,2748,3312,3030
COIMBATORE(TN) (podisu),May,2016,26600,2392,3244,2822
COIMBATORE(TN) (podisu),June,2013,13600,5825,6725,6275
COIMBATORE(TN) (podisu),June,2014,22600,1550,2108,1829
COIMBATORE(TN) (podisu),June,2015,21750,3644,5052,4348
COIMBATORE(TN) (podisu),June,2016,28100,2384,3108,2746
COIMBATORE(TN) (podisu),July,2012,2500,700,800,750
COIMBATORE(TN) (podisu),July,2013,22200,2700,3354,3027
COIMBATORE(TN) (podisu),July,2014,19200,2492,3538,3006
COIMBATORE(TN) (podisu),July,2015,45300,2254,4119,3187
COIMBATORE(TN) (podisu),July,2016,62000,1432,2164,1798
COIMBATORE(TN) (podisu),August,2012,41500,860,1040,950
COIMBATORE(TN) (podisu),August,2013,23300,3392,3900,3646
COIMBATORE(TN) (podisu),August,2015,36700,2120,3048,2584
COIMBATORE(TN) (podisu),August,2016,59500,612,1476,1044
COIMBATORE(TN) (podisu),September,2013,28800,4163,5067,4615
COIMBATORE(TN) (podisu),September,2014,22200,1916,3060,2488
COIMBATORE(TN) (podisu),September,2015,34800,2067,3146,2606
COIMBATORE(TN) (podisu),September,2016,42800,1300,1996,1648
COIMBATORE(TN) (podisu),October,2012,17750,3191,3396,3298
COIMBATORE(TN) (podisu),October,2013,32100,4373,6296,4958
COIMBATORE(TN) (podisu),October,2014,24500,2600,3041,2820
COIMBATORE(TN) (podisu),October,2015,28800,2294,4138,3216
COIMBATORE(TN) (podisu),October,2016,37740,1432,2384,1908
COIMBATORE(TN) (podisu),November,2010,3100,1275,2600,1938
COIMBATORE(TN) (podisu),November,2012,94900,613,4296,4133
COIMBATORE(TN) (podisu),November,2013,18050,4583,6750,5667
COIMBATORE(TN) (podisu),November,2014,21300,2232,3555,2893
COIMBATORE(TN) (podisu),November,2015,21550,3041,4555,3798
COIMBATORE(TN) (podisu),December,2012,11700,3721,4154,4017
COIMBATORE(TN) (podisu),December,2013,33800,3302,4008,3663
COIMBATORE(TN) (podisu),December,2014,25200,1668,3560,2614
COIMBATORE(TN) (podisu),December,2015,29550,2929,3854,3392
COIMBATORE(TN) (podisu),December,2016,45500,1120,2112,1616
DEESA(GUJ),January,2015,16099,880,1560,1220
DEESA(GUJ),January,2016,784,900,1575,1350
DEESA(GUJ),February,2015,3010,1000,1508,1250
DEESA(GUJ),February,2016,2086,733,950,842
DEESA(GUJ),March,2015,6300,650,1850,1250
DEESA(GUJ),March,2016,3313,722,1033,917
DEESA(GUJ),April,2015,4480,800,1650,1225
DEESA(GUJ),May,2015,38368,794,1366,1074
DEESA(GUJ),May,2016,3456,414,707,561
DEESA(GUJ),June,2015,4427,977,1742,1360
DEESA(GUJ),June,2016,3771,500,770,635
DEESA(GUJ),July,2015,5237,1242,1925,1583
DEESA(GUJ),July,2016,7123,500,805,653
DEESA(GUJ),August,2015,3882,2264,3714,3014
DEESA(GUJ),August,2016,6230,538,1000,769
DEESA(GUJ),September,2015,2602,3188,4525,3856
DEESA(GUJ),October,2015,3780,1982,3345,2664
DEESA(GUJ),October,2016,6209,486,807,646
DEESA(GUJ),November,2015,1498,1867,2900,2383
DEESA(GUJ),November,2016,6800,550,800,675
DEESA(GUJ),December,2014,21860,833,1900,1367
DEESA(GUJ),December,2015,917,1600,2280,1940
DEESA(GUJ),December,2016,14200,585,795,690
DEHRADOON(UTT),January,2015,10753,758,1142,836
DEHRADOON(UTT),January,2016,10068,808,1048,935
DEHRADOON(UTT),February,2015,10234,779,1232,836
DEHRADOON(UTT),February,2016,12411,706,1000,844
DEHRADOON(UTT),March,2015,13391,765,1088,838
DEHRADOON(UTT),March,2016,9560,740,954,846
DEHRADOON(UTT),April,2015,13412,729,1033,812
DEHRADOON(UTT),April,2016,12372,639,882,743
DEHRADOON(UTT),May,2015,11971,665,977,700
DEHRADOON(UTT),May,2016,19245,773,1000,864
DEHRADOON(UTT),June,2015,13294,671,1064,736
DEHRADOON(UTT),June,2016,15429,775,1000,878
DEHRADOON(UTT),July,2015,12526,755,1150,878
DEHRADOON(UTT),July,2016,10710,653,954,817
DEHRADOON(UTT),August,2015,5917,3131,4308,3642
DEHRADOON(UTT),August,2016,9710,557,900,713
DEHRADOON(UTT),September,2015,5570,3245,4673,3936
DEHRADOON(UTT),September,2016,9740,563,883,717
DEHRADOON(UTT),October,2015,7682,2187,3267,2740
DEHRADOON(UTT),October,2016,11698,419,728,566
DEHRADOON(UTT),November,2014,13330,1334,1900,1537
DEHRADOON(UTT),November,2015,8943,1523,2312,1985
DEHRADOON(UTT),November,2016,11505,469,779,600
DEHRADOON(UTT),December,2014,14999,967,1302,1071
DEHRADOON(UTT),December,2015,11409,1220,1623,1420
DEHRADOON(UTT),December,2016,16702,438,688,581
DELHI,January,2008,281500,309,567,447
DELHI,January,2009,225666,995,1650,1369
DELHI,January,2010,185675,612,1703,1331
DELHI,January,2011,210112,1131,3594,2657
DELHI,January,2012,357155,214,731,490
DELHI,January,2013,324967,614,1795,1351
DELHI,January,2014,261467,583,1561,1151
DELHI,January,2015,249820,727,1829,1353
DELHI,January,2016,249231,467,1573,1154
DELHI,February,2008,300020,280,485,405
DELHI,February,2009,315725,876,1422,1108
DELHI,February,2010,211756,577,1488,1109
DELHI,February,2011,216955,467,1395,1039
DELHI,February,2012,278303,407,646,535
DELHI,February,2013,260920,842,1925,1464
DELHI,February,2014,269628,556,1233,927
DELHI,February,2015,227680,875,1951,1542
DELHI,February,2016,268346,437,1254,898
DELHI,March,2008,259520,385,584,474
DELHI,March,2009,337264,643,1121,957
DELHI,March,2010,270665,465,1009,820
DELHI,March,2011,298421,441,844,677
DELHI,March,2012,302949,447,719,603
DELHI,March,2013,321941,719,1499,1155
DELHI,March,2014,296475,564,1303,969
DELHI,March,2015,289604,950,1755,1413
DELHI,March,2016,231367,616,1386,1042
DELHI,April,2008,261886,324,520,479
DELHI,April,2009,307403,516,815,712
DELHI,April,2010,351145,418,811,694
DELHI,April,2011,260910,398,730,605
DELHI,April,2012,267075,415,732,621
DELHI,April,2013,353698,629,1293,1013
DELHI,April,2014,272611,626,1344,1031
DELHI,April,2015,302932,974,1669,1335
DELHI,April,2016,195306,470,1111,822
DELHI,May,2008,279432,305,496,439
DELHI,May,2009,336957,476,779,640
DELHI,May,2010,312070,306,704,524
DELHI,May,2011,319227,341,692,540
